DATA;LOTE/SUB/DOC/LINHA;HISTORICO;C/PARTIDA;FILIAL DE ORIGEM;C CUSTO;ITEM CONTA;DIVISAO;DEBITO;CREDITO
04/01/21;;ME;;;;;;;
04/01/21;1,1E+15;PGTO. NF  000000183 - WAGNER DA SILVA LO;;1;;;;0;664,6706587
04/01/21;;PES  MEI;;;;;;;
04/01/21;1,1E+15;PGTO. NF  000000341 - P7 ENGENHARIA LTDA;;1;;;;0;598,8023952
04/01/21;1,1E+15;PGTO. NF  000002788 - FERNANDA DA COSTA;;1;;;;0;14,47904192
04/01/21;;VIEIRA ARAUJO  ME;;;;;;;
04/01/21;1,1E+15;PGTO. NF  000009976 - JLL CORPORATE SOLU;;1;;;;0;3111,099401
04/01/21;;TIONS  SERV DE CONS E;;;;;;;
04/01/21;1,1E+15;PGTO. NF  000046500 - TOWERS WATSON CONS;;1;;;;0;2456,439521
04/01/21;;ULTORIA LTDA;;;;;;;
04/01/21;1,1E+15;PGTO. NF  000001129 - CARPE DIEM  EMPREE;;1;;;;0;46,13772455
04/01/21;;NDIMENTOS LTDA;;;;;;;
04/01/21;1,1E+15;PGTO. NF  000001144 - CARPE DIEM  EMPREE;;1;;;;0;41,31736527
04/01/21;;NDIMENTOS LTDA;;;;;;;
04/01/21;1,1E+15;PGTO. NF  000001627 - SOUTO CORREA ADVOC;;1;;;;0;1045,322156
04/01/21;;ACIA;;;;;;;
04/01/21;1,1E+15;PGTO. NF  000007513 - ELS CURSOS DE IDIO;;1;;;;0;573,2538922
04/01/21;;MAS E COMERCIO DE LIVR;;;;;;;
04/01/21;1,1E+15;PGTO. NF  000000094 - GUILHERME DE SOUSA;;1;;;;0;645,508982
04/01/21;; PETRECA;;;;;;;
04/01/21;1,1E+15;PGTO. NF  000000017 - GALDINO SA PRODUCO;;1;;;;0;316,8862275
04/01/21;;ES CINEMATOGRAFICAS LT;;;;;;;
04/01/21;1,1E+15;PGTO. NF  000000262 - WALFRIDO OZANAN LE;;1;;;;0;419,1616766
04/01/21;;ITE CAMPOS MONTEIRO  M;;;;;;;
04/01/21;1,1E+15;PGTO. NF  000001403 - 6B ESTUDIO DE ARTE;;1;;;;0;2179,640719
DATA;LOTE/SUB/DOC/LINHA;HISTORICO;C/PARTIDA;FILIAL DE ORIGEM;C CUSTO;ITEM CONTA;DIVISAO;DEBITO;CREDITO
04/01/21;; LTDA;;;;;;;
04/01/21;1,1E+15;PGTO. NF  000090093 - LHS EXPRESS CARGO;;1;;;;0;63,02994012
04/01/21;;LTDA  EPP;;;;;;;
04/01/21;1,1E+15;PGTO. NF  000000101 - GOFLY RECRUTAMENTO;;1;;;;0;2482,809581
04/01/21;; ESPECIALIZADO LTDA;;;;;;;
04/01/21;1,1E+15;PGTO. NF  000000127 - HUGO LOPES PODADER;;1;;;;0;383,2335329
04/01/21;;A;;;;;;;
04/01/21;1,1E+15;PGTO NF 259304984 ELETROPAULO METROPOL;;1;;;;0;256,7892216
04/01/21;1,1E+15;PGTO NF 000021288 JLL SERVICOS DE MANU;;1;;;;0;2652,009581
04/01/21;1,1E+15;PGTO NF 000005697 MEGAWATTS COMERCIAL;;1;;;;0;10,53892216
04/01/21;1,1E+15;PGTO NF 000002555 MEGAWATTS COMERCIAL;;1;;;;0;48,14371257
04/01/21;1,1E+15;PGTO NF 000000016 STEFANO BORGES GIRAR;;1;;;;0;1760,299401
04/01/21;1,1E+15;PGTO NF 166589367 TELEFONICA;;1;;;;0;20,35808383
04/01/21;1,1E+15;PGTO NF 166589384 TELEFONICA;;1;;;;0;23,08383234
04/01/21;1,1E+15;PGTO NF 166589385 TELEFONICA;;1;;;;0;23,08383234
04/01/21;1,1E+15;PGTO NF 166589492 TELEFONICA;;1;;;;0;22,60239521
04/01/21;1,1E+15;PGTO NF 166589498 TELEFONICA;;1;;;;0;22,60239521
04/01/21;1,1E+15;PGTO NF 166589572 TELEFONICA;;1;;;;0;22,60239521
04/01/21;1,1E+15;PGTO NF 166589581 TELEFONICA;;1;;;;0;22,60239521
04/01/21;1,1E+15;PGTO NF 166589708 TELEFONICA;;1;;;;0;22,60239521
04/01/21;1,1E+15;PGTO NF 166589859 TELEFONICA;;1;;;;0;22,60239521
04/01/21;1,1E+15;PGTO NF 015832526 TELEFONICA;;1;;;;0;145,7497006
04/01/21;1,1E+15;PGTO NF 000000028 THIAGO FIGUEIREDO DA;;1;;;;0;958,0838323
04/01/21;1,1E+15;PGTO NF 000000010 V A F C DESIGN DIGIT;;1;;;;0;1796,407186
04/01/21;1,1E+15;PGTO NF 000046460 TOWERS WATSON CONSUL;;1;;;;0;2671,287425
04/01/21;1,1E+15;PGTO NF 000074821 CENTURYLINK COM DO B;;1;;;;0;4725,493413
04/01/21;1,1E+15;PGTO NF 000280381 CASA DO MAR;;1;;;;0;5988,023952
04/01/21;1,1E+15;-ITAUCARD MC 1502-5403;21111003;1;;;;0;66893,06347
04/01/21;1,1E+15;FT OP-TES;;1;;;;130350,2946;0
04/01/21;1,1E+15;REND PAGO APLIC AUT MAIS;52112006;1;;;;0,003592814;0
04/01/21;2021011  9     028;RECEBIMENTO CHARTBOOST;;1;;;;5557,669461;0
;;;;;;;;;
05/01/21;1,1E+15;-TAR C/C SISPAG;52111003;1;;;;0;11,06586826
05/01/21;1,1E+15;#NAME?;52111003;1;;;;0;93,43113772
05/01/21;1,1E+15;#NAME?;52111003;1;;;;0;0,886227545
05/01/21;1,1E+15;-TAR CTA EMP MENSAL 12/20;52111003;1;;;;0;21,43712575
05/01/21;1,1E+15;REND PAGO APLIC AUT MAIS;52112006;1;;;;0,001197605;0
;;;;;;;;;
06/01/21;1,1E+15;PGTO. NF  000000028 - MICRO 2000 EXPRESS;;1;;;;0;4875,354491
06/01/21;; INFORMATICA LTDA EPP;;;;;;;
06/01/21;1,1E+15;PGTO. NF  000037448 - ATHIE WOHNRATH ASS;;1;;;;0;2967,233533
06/01/21;;OC PROJETOS CONSTR E G;;;;;;;
06/01/21;1,1E+15;PGTO. NF  000000394 - CQA COMERCIO DE EL;;1;;;;0;1212,215569
06/01/21;;ETROELETRONICOS LTDA;;;;;;;
06/01/21;1,1E+15;PGTO. NF  000000597 - AVEZ PROMOCIONAL L;;1;;;;0;273,3532934
06/01/21;;TDA;;;;;;;
06/01/21;1,1E+15;PGTO. BOL 270178    - COOPERALAR UTILIDA;;1;;;;0;4790,419162
06/01/21;;DES DOMESTICAS LTDA;;;;;;;
06/01/21;1,1E+15;PGTO. BOL 00000056A - JOHN RICHARD LOCAC;;1;;;;0;53,03952096
06/01/21;;AO DE MOVEIS LTDA.;;;;;;;
06/01/21;1,1E+15;PGTO. BOL 000272364 - JOHN RICHARD LOCAC;;1;;;;0;45,42275449
06/01/21;;AO DE MOVEIS LTDA.;;;;;;;
06/01/21;1,1E+15;PGTO. BOL 000279063 - JOHN RICHARD LOCAC;;1;;;;0;45,42275449
06/01/21;;AO DE MOVEIS LTDA.;;;;;;;
06/01/21;1,1E+15;PGTO. BOL 000279079 - JOHN RICHARD LOCAC;;1;;;;0;9,494610778
06/01/21;;AO DE MOVEIS LTDA.;;;;;;;
06/01/21;1,1E+15;PGTO. BOL 000279087 - JOHN RICHARD LOCAC;;1;;;;0;9,494610778
06/01/21;;AO DE MOVEIS LTDA.;;;;;;;
06/01/21;1,1E+15;PGTO. BOL 000279089 - JOHN RICHARD LOCAC;;1;;;;0;18,0251497
06/01/21;;AO DE MOVEIS LTDA.;;;;;;;
06/01/21;1,1E+15;PGTO. NF  000011486 - OFFICINA ELETRONIC;;1;;;;0;143,7125749
06/01/21;;A SA;;;;;;;
06/01/21;1,1E+15;PGTO. NF  000014566 - OFFICINA ELETRONIC;;1;;;;0;2148,742515
06/01/21;;A SA;;;;;;;
06/01/21;1,1E+15;PGTO. NF  000000287 - BEATRIZ VENTURI DE;;1;;;;0;1041,916168
06/01/21;; ABREU  ME;;;;;;;
06/01/21;1,1E+15;PGTO. NF  000202027 - MARLON MENEZES DE;;1;;;;0;1056,179641
06/01/21;;FARIA;;;;;;;
06/01/21;1,1E+15;PGTO NF 000021317 JLL SERVICOS DE MANU;;1;;;;0;148,4071856
06/01/21;1,1E+15;PGTO NF 279702 IFOOD.COM AGENCIA DE;;1;;;;0;7054,188024
06/01/21;1,1E+15;PGTO NF 000001864 ALFA SOLUTIONS COMER;;1;;;;0;500,9580838
06/01/21;1,1E+15;PGTO NF 000279067 JOHN RICHARD LOCACAO;;1;;;;0;45,42275449
DATA;LOTE/SUB/DOC/LINHA;HISTORICO;C/PARTIDA;FILIAL DE ORIGEM;C CUSTO;ITEM CONTA;DIVISAO;DEBITO;CREDITO
06/01/21;1,1E+15;FT OP-TES;;1;;;;26072,08263;0
06/01/21;1,1E+15;REND PAGO APLIC AUT MAIS;52112006;1;;;;0,004790419;0
;;;;;;;;;
07/01/21;1,1E+15;FT OP-TES;;1;;;;128326,8263;0
07/01/21;1,1E+15;#NAME?;21115004;1;;;;0;128265,6156
;;;;;;;;;
08/01/21;1,1E+15;PGTO. NF  6674      - AMERICA NET LTDA;;1;;;;0;742,1149701
08/01/21;1,1E+15;PGTO. NF  000030105 - SPERANZINI SERVICO;;1;;;;0;63,43832335
08/01/21;;S E COMERCIO LTDA FOUN;;;;;;;
08/01/21;1,1E+15;PGTO. NF  000000015 - WIN  WINNOW TRADUC;;1;;;;0;93,28742515
08/01/21;;AO E INTERPRETACAO LTD;;;;;;;
08/01/21;1,1E+15;PGTO. NF  000000049 - LEAL CONCEICAO SOC;;1;;;;0;773,6526946
08/01/21;;IEDADE INDIVIDUAL DE A;;;;;;;
08/01/21;1,1E+15;PGTO. NF  000001200 - CARPE DIEM  EMPREE;;1;;;;0;1900,598802
08/01/21;;NDIMENTOS LTDA;;;;;;;
08/01/21;1,1E+15;PGTO. FT  277387    - TOLEDO FERRARI PAT;;1;;;;0;11632,52814
08/01/21;;RIMONIAL S.A.;;;;;;;
08/01/21;1,1E+15;PGTO. NF  000000080 - ANA CELIA MINUTO D;;1;;;;0;447,9041916
08/01/21;;E CAMPOS;;;;;;;
08/01/21;1,1E+15;PGTO. NF  000000141 - EVOLVEIN SERVICOS;;1;;;;0;3072,968862
08/01/21;;ADMINISTRATIVOS LTDA M;;;;;;;
08/01/21;1,1E+15;PGTO. NF  000000009 - ROOFTOP16 RESTAURA;;1;;;;0;2615,568862
08/01/21;;NTE E EVENTOS SOCIEDAD;;;;;;;
08/01/21;1,1E+15;PGTO NF 000000053 URRE ADMINISTRADORA;;1;;;;0;28094,0024
08/01/21;1,1E+15;PGTO NF 000000069 RUBENS SERGIO SALFER;;1;;;;0;2023,952096
08/01/21;1,1E+15;PGTO NF 282063 SECURITY FORCE SEGUR;;1;;;;0;409,5808383
08/01/21;1,1E+15;FT OP-TES;;1;;;;0;537005,988
08/01/21;1,1E+15;FT OP-TES;;1;;;;49358,38683;0
08/01/21;1,1E+15;FT OP-TES;;1;;;;2038,716168;0
08/01/21;1,1E+15;TED 033.2271AVL APLICATI;;1;;;;537485,0299;0
;;;;;;;;;
11/01/21;1,001E+12;PGTO.NFS 000000167 ANDRE SCHLESINGER  ME;;1;;;;0;10623,80599
11/01/21;1,1E+15;PGTO NF 281806 MUNICIPIO;;1;;;;0;0,02994012
11/01/21;1,1E+15;PGTO NF 000001224 MUNICIPIO;;1;;;;0;0,413173653
11/01/21;1,1E+15;PGTO NF 000112020 MUNICIPIO;;1;;;;0;738,7976048
11/01/21;1,1E+15;PGTO NF 000122020 MUNICIPIO;;1;;;;0;880,2526946
11/01/21;1,1E+15;CH. ON110121 ISS 000000013 MUNICIPIO;;1;;;;0;12,93413174
11/01/21;1,1E+15;CH. ON110121 ISS 000000016 MUNICIPIO;;1;;;;0;36,10778443
11/01/21;1,1E+15;CH. ON110121 ISS 000000017 MUNICIPIO;;1;;;;0;6,467065868
11/01/21;1,1E+15;CH. ON110121 ISS 000000028 MUNICIPIO;;1;;;;0;99,49700599
11/01/21;1,1E+15;CH. ON110121 ISS 000000040 MUNICIPIO;;1;;;;0;38,56287425
11/01/21;1,1E+15;CH. ON110121 ISS 000000041 MUNICIPIO;;1;;;;0;93,81796407
11/01/21;1,1E+15;CH. ON110121 ISS 000000049 MUNICIPIO;;1;;;;0;40,71856287
11/01/21;1,1E+15;CH. ON110121 ISS 000000092 MUNICIPIO;;1;;;;0;56,28742515
11/01/21;1,1E+15;CH. ON110121 ISS 000000094 MUNICIPIO;;1;;;;0;13,17365269
11/01/21;1,1E+15;CH. ON110121 ISS 000000161 MUNICIPIO;;1;;;;0;70,83473054
11/01/21;1,1E+15;CH. ON110121 ISS 000000166 MUNICIPIO;;1;;;;0;83,34850299
11/01/21;1,1E+15;CH. ON110121 ISS 000000167 MUNICIPIO;;1;;;;0;216,8071856
11/01/21;1,1E+15;CH. ON110121 ISS 000021288 MUNICIPIO;;1;;;;0;65,2
11/01/21;1,1E+15;CH. ON110121 ISS 000021317 MUNICIPIO;;1;;;;0;3,649101796
11/01/21;1,1E+15;CH. ON110121 ISS 000029808 MUNICIPIO;;1;;;;0;32,6011976
11/01/21;1,1E+15;CH. ON110121 ISS 000030612 MUNICIPIO;;1;;;;0;13,12215569
11/01/21;1,1E+15;CH. ON110121 ISS 000030613 MUNICIPIO;;1;;;;0;53,55688623
11/01/21;1,1E+15;CH. ON110121 ISS 000122020 MUNICIPIO;;1;;;;0;97,88982036
11/01/21;1,1E+15;CH. ON110121 ISS 000122020 MUNICIPIO;;1;;;;0;45,84431138
11/01/21;1,1E+15;CH. ON110121 ISS 000202012 MUNICIPIO;;1;;;;0;225,748503
11/01/21;1,1E+15;CH. ON110121 ISS 000202027 MUNICIPIO;;1;;;;0;21,66467066
11/01/21;1,1E+15;PGTO. BOL 000279582 - RPB 02 ADMINISTRAC;;1;;;;0;6689,671856
11/01/21;;AO DE IMOVEIS LTDA.;;;;;;;
11/01/21;1,1E+15;PGTO. BOL 000279602 - RPB 02 ADMINISTRAC;;1;;;;0;3649,467066
11/01/21;;AO DE IMOVEIS LTDA.;;;;;;;
11/01/21;1,1E+15;PGTO. FT  276028    - ANDRE SCHLESINGER;;1;;;;0;8038,371257
11/01/21;; ME;;;;;;;
11/01/21;1,1E+15;PGTO. FT  279592    - RPB 02 ADMINISTRAC;;1;;;;0;6647,877844
11/01/21;;AO DE IMOVEIS LTDA.;;;;;;;
11/01/21;1,1E+15;PGTO. NF  000000111 - RAFAEL ARBULU MARC;;1;;;;0;389,2215569
11/01/21;;ONDES ME;;;;;;;
11/01/21;1,1E+15;PGTO. NF  000015563 - LEFOSSE ADVOGADOS;;1;;;;0;101,1556886
11/01/21;1,1E+15;PGTO. NF  000015571 - LEFOSSE ADVOGADOS;;1;;;;0;582,6562874
11/01/21;1,1E+15;PGTO. NF  000015572 - LEFOSSE ADVOGADOS;;1;;;;0;347,9760479
11/01/21;1,1E+15;PGTO. NF  000015575 - LEFOSSE ADVOGADOS;;1;;;;0;1329,85988
11/01/21;1,1E+15;PGTO. NF  000012633 - MAPDATATECNOLOGIAI;;1;;;;0;3657,826347
DATA;LOTE/SUB/DOC/LINHA;HISTORICO;C/PARTIDA;FILIAL DE ORIGEM;C CUSTO;ITEM CONTA;DIVISAO;DEBITO;CREDITO
11/01/21;;NFORMATICA E COMERCIO;;;;;;;
11/01/21;1,1E+15;PGTO. BOL 000038171 - INCENTIVALE MARKET;;1;;;;0;1090,419162
11/01/21;;ING DE INCENTIVO LTDA;;;;;;;
11/01/21;1,1E+15;PGTO. BOL 000277614 - WHIRLPOOL S.A;;1;;;;0;138,5137725
11/01/21;1,1E+15;PGTO. BOL 000279352 - WHIRLPOOL S.A;;1;;;;0;65,36526946
11/01/21;1,1E+15;PGTO. NF  000001103 - LACOS EXPERIENCE C;;1;;;;0;44,91017964
11/01/21;;OMERCIO DE PRESENTES S;;;;;;;
11/01/21;1,1E+15;PGTO. NF  000025850 - LAAOS CORPORATIVOS;;1;;;;0;82,2754491
11/01/21;1,1E+15;PGTO NF 000008333 INNOVATION CREATIVE;;1;;;;0;60,71856287
11/01/21;1,1E+15;PGTO NF 000000432 LF MERCANTIL CHOCOLA;;1;;;;0;344,9101796
11/01/21;1,1E+15;FT OP-TES;;1;;;;44286,85509;0
11/01/21;1,1E+15;FT OP-TES;;1;;;;5257,946108;0
11/01/21;1,1E+15;REND PAGO APLIC AUT MAIS;52112006;1;;;;0,00239521;0
11/01/21;1,1E+15;PGTO NF 000280902 INCENTIVALE MARKETIN;;1;;;;0;23,95209581
11/01/21;1,1E+15;PGTO NF 000015570 LEFOSSE ADVOGADOS;;1;;;;0;2817,972455
11/01/21;1,1E+15;#NAME?;21115006;1;;;;0;1,796407186
;;;;;;;;;
13/01/21;1,1E+15;PGTO. NF  000001429 - INPUTSOM ARTE SONO;;1;;;;0;125,748503
13/01/21;;RA LTDA;;;;;;;
13/01/21;1,1E+15;PGTO. FT  000279186 - INDEED BRASIL PESQ;;1;;;;0;3745,02994
13/01/21;; DE EMPREGOS LTDA;;;;;;;
13/01/21;1,1E+15;PGTO. NF  000002367 - MICRO 2000 EXPRESS;;1;;;;0;33407,78443
13/01/21;; INFORMATICA LTDA;;;;;;;
13/01/21;1,1E+15;PGTO NF 000000504 E. J. DOS SANTOS;;1;;;;0;71,85628743
13/01/21;1,1E+15;PGTO NF 000218007 99 TECNOLOGIA LTDA;;1;;;;0;1,077844311
13/01/21;1,1E+15;PGTO NF 040124785 99 TECNOLOGIA LTDA;;1;;;;0;20,82275449
13/01/21;1,1E+15;PGTO NF 282448 ANDERSON ARAUJO DE L;;1;;;;0;239,5209581
13/01/21;1,1E+15;PGTO NF 000023090 VITTUDE TECNOLOGIA L;;1;;;;0;688,6227545
13/01/21;1,1E+15;PGTO NF 000010070 HLB BRASIL PRYOR CON;;1;;;;0;4698,11976
13/01/21;1,1E+15;PGTO NF 000282722 FLUXION EVENTOS EIRE;;1;;;;0;191,6167665
13/01/21;1,1E+15;PGTO DARE #282731 MUNICIPIO DE SP;;1;;;;0;24,80479042
13/01/21;1,1E+15;FT OP-TES;;1;;;;55460,27545;0
13/01/21;1,1E+15;REND PAGO APLIC AUT MAIS;52112006;1;;;;0,003592814;0
13/01/21;1,1E+15;#NAME?;21115004;1;;;;0;1857,064671
13/01/21;1,1E+15;PGTO. RESCISAO;21115010;1;;;;0;2586,504192
13/01/21;1,1E+15;PGTO. RESCISAO;21115010;1;;;;0;8603,228743
13/01/21;1,1E+15;PGTO. RESCISAO;21115010;1;;;;0;4744,809581
;;;;;;;;;
14/01/21;1,1E+15;PGTO NF 282945 INSTITUTO ARARA AZUL;;1;;;;0;179,6407186
14/01/21;1,1E+15;FT OP-TES;;1;;;;416942,3581;0
14/01/21;1,1E+15;#NAME?;11319003;1;;;;0;934,1317365
14/01/21;1,1E+15;PGTO. RESCISAO;21115010;1;;;;0;1840,161677
14/01/21;1,1E+15;#NAME?;11319003;1;;;;0;57067,33054
14/01/21;1,1E+15;#NAME?;11319003;1;;;;0;766,4670659
14/01/21;1,1E+15;#NAME?;11319003;1;;;;0;352356,3617
;;;;;;;;;
15/01/21;1,1E+15;PGTO. NF  3396 6228 - LOGGI TECNOLOGIA L;;1;;;;0;659,2107784
15/01/21;;TDA;;;;;;;
15/01/21;1,1E+15;PGTO. NF  000013671 - TRULY NOLEN SAN PA;;1;;;;0;304,451497
15/01/21;;BLO CONTROLADORA AMBIE;;;;;;;
15/01/21;1,1E+15;PGTO. NF  000005695 - MEGAWATTS COMERCIA;;1;;;;0;101,7964072
15/01/21;;L DE MAQUINAS LTDA;;;;;;;
15/01/21;1,1E+15;PGTO. NF  000008554 - INNOVATION CREATIV;;1;;;;0;352,6946108
15/01/21;;E STUDIO CURSO DE ESCU;;;;;;;
15/01/21;1,1E+15;PGTO. NF  000008555 - INNOVATION CREATIV;;1;;;;0;141,0778443
15/01/21;;E STUDIO CURSO DE ESCU;;;;;;;
15/01/21;1,1E+15;PGTO. RED 000C7A20C - LUCAS PIMENTA PERE;;1;;;;0;11,97365269
15/01/21;;IRA LUDEWIGS;;;;;;;
15/01/21;1,1E+15;PGTO. RED 0000A8B13 - ALISSON MARCZEWSKI;;1;;;;0;40,13652695
15/01/21;1,1E+15;PGTO. RED 0000EBC0D - DAIANA SANTA CRUZ;;1;;;;0;16,76646707
15/01/21;1,1E+15;PGTO. RED 00029935D - LUCAS DEMITROFF BR;;1;;;;0;207,9341317
15/01/21;;ANDI;;;;;;;
15/01/21;1,1E+15;PGTO. RED 00071B667 - LUCAS VASCONCELOS;;1;;;;0;40,5988024
15/01/21;;MATTIOLI;;;;;;;
15/01/21;1,1E+15;PGTO. RED 0008D8512 - VICTOR DAVID SANTO;;1;;;;0;11,9760479
15/01/21;;S;;;;;;;
15/01/21;1,1E+15;PGTO. RED 000CE805A - FERNANDA SOUZA;;1;;;;0;40,41916168
15/01/21;1,1E+15;PGTO. RED 000D28A62 - VICTOR ZANELATTO;;1;;;;0;9,101796407
15/01/21;1,1E+15;PGTO. RED 000D8A439 - BRUNO CEBUKIN;;1;;;;0;11,9760479
15/01/21;1,1E+15;PGTO. RED 000DEBBB8 - LUCAS MOTTA ROCHA;;1;;;;0;6,670658683
15/01/21;1,1E+15;PGTO. RED 000F68161 - CAROLINE MADRUGA;;1;;;;0;7,77245509
15/01/21;1,1E+15;PGTO. NF  000000172 - CLINICA PSICOLOGIC;;1;;;;0;2107,784431
DATA;LOTE/SUB/DOC/LINHA;HISTORICO;C/PARTIDA;FILIAL DE ORIGEM;C CUSTO;ITEM CONTA;DIVISAO;DEBITO;CREDITO
15/01/21;;A EB EQUILIBRIO E BEM;;;;;;;
15/01/21;1,1E+15;PGTO. NF  000001295 - CARPE DIEM  EMPREE;;1;;;;0;165,2694611
15/01/21;;NDIMENTOS LTDA;;;;;;;
15/01/21;1,1E+15;PGTO. RED 0000B8BAD - PEDRO SENERO GALVA;;1;;;;0;11,72335329
15/01/21;;O;;;;;;;
15/01/21;1,1E+15;PGTO. RED 0003389B4 - VITOR DOS SANTOS C;;1;;;;0;84,46826347
15/01/21;;INTRA LIMA;;;;;;;
15/01/21;1,1E+15;PGTO. NF  000000015 - JULIANA PROTASIO B;;1;;;;0;155,6886228
15/01/21;;ENJAMIN PEREIRA 803253;;;;;;;
15/01/21;1,1E+15;PGTO. NF  000000016 - JULIANA PROTASIO B;;1;;;;0;155,6886228
15/01/21;;ENJAMIN PEREIRA 803253;;;;;;;
15/01/21;1,1E+15;PGTO. NF  000014121 - VRR COMERCIO DE PE;;1;;;;0;76,73053892
15/01/21;;CAS LTDA;;;;;;;
15/01/21;1,1E+15;PGTO. NF  000014184 - VRR COMERCIO DE PE;;1;;;;0;441,3293413
15/01/21;;CAS LTDA;;;;;;;
15/01/21;1,1E+15;PGTO NF 282337 MUNICIPIO;;1;;;;0;22,4011976
15/01/21;1,1E+15;PGTO NF 282337 MUNICIPIO;;1;;;;0;1835,567665
15/01/21;1,1E+15;PGTO NF 282337 MUNICIPIO;;1;;;;0;668,4634731
15/01/21;1,1E+15;PGTO NF 000005816 HLB BRASIL PRYOR TEC;;1;;;;0;134,8742515
15/01/21;1,1E+15;PGTO NF 000202121 FORTALEZA SERVICOS E;;1;;;;0;17,36526946
15/01/21;1,1E+15;PGTO NF 008369854 KALUNGA SA;;1;;;;0;142,994012
15/01/21;1,1E+15;PGTO NF 000009258 CONTÁBIL ESQUEMA LTD;;1;;;;0;57,96407186
15/01/21;1,1E+15;PGTO NF 000283311 ASSOCIACAO ONCAFARI;;1;;;;0;371,257485
15/01/21;1,1E+15;005 RESGATE CDB;;1;;;;8144,312575;0
15/01/21;1,1E+15;FT OP-TES;;1;;;;20393,2994;0
15/01/21;1,1E+15;REND PAGO APLIC AUT APR;52112006;1;;;;0,075449102;0
15/01/21;1,1E+15;PGTO NF 000012021 CREUZA REZENDE FABIA;;1;;;;0;13003,18443
15/01/21;1,1E+15;#NAME?;21115004;1;;;;0;250,7065868
15/01/21;1,1E+15;#NAME?;21115004;1;;;;0;134,1305389
